device_id,site_id,user_id,device_type,model,firmware,registration_status,provisioning_status,last_registered
DEV01886,SITE018,USER00997,Cisco 8841,8851,14.4,Unregistered,Provisioned,2025-12-16
DEV01887,SITE034,USER00555,Cisco 8865,8851,15.1,Registered,Provisioned,2026-01-06
DEV01888,SITE005,USER01062,Webex App,Room Kit,14.3,Unregistered,Provisioned,2025-11-04
DEV01889,SITE035,USER01353,Cisco 8865,Webex App,15.1,Registered,Provisioned,2026-02-08
DEV01890,SITE011,USER01557,Cisco 8865,8841,15.0,Unregistered,Provisioned,2026-07-10
DEV01891,SITE015,USER02392,Webex App,8841,14.3,Registered,Provisioned,2026-04-06
DEV01892,SITE023,USER02009,Cisco 8865,Webex App,14.2,Registered,Provisioned,2026-06-28
DEV01893,SITE014,USER01955,Webex App,8851,15.1,Registered,Failed,2026-06-26
DEV01894,SITE033,USER01558,Webex App,Room Kit,14.4,Registered,Provisioned,2026-04-07
DEV01895,SITE007,USER02488,Room Kit,8851,14.4,Registered,Provisioned,2026-04-27
DEV01896,SITE005,USER00803,Webex App,Room Kit,14.4,Registered,Provisioned,2026-07-05
DEV01897,SITE028,USER00843,Cisco 8865,Webex App,14.4,Unregistered,Provisioned,2025-12-01
DEV01898,SITE017,USER01231,Cisco 8851,8841,14.2,Unregistered,Provisioned,2026-03-14
DEV01899,SITE021,USER02396,Cisco 8851,8865,14.3,Registered,Pending,2026-04-24
DEV01900,SITE021,USER01369,Webex App,Webex App,15.1,Registered,Provisioned,2025-12-18
DEV01901,SITE001,USER02154,Webex App,Webex App,14.2,Registered,Provisioned,2026-08-30
DEV01902,SITE010,USER02273,Webex App,Webex App,15.1,Unregistered,Provisioned,2026-05-12
DEV01903,SITE013,USER01953,Cisco 8865,8851,15.1,Registered,Provisioned,2025-11-27
DEV01904,SITE010,USER01776,Webex App,Room Kit,14.2,Registered,Provisioned,2026-04-04
DEV01905,SITE016,USER00618,Cisco 8841,8865,14.2,Registered,Pending,2026-04-09
DEV01906,SITE015,USER01539,Webex App,8841,14.2,Registered,Provisioned,2025-12-08
DEV01907,SITE019,USER02270,Cisco 8851,Webex App,14.2,Registered,Provisioned,2025-12-17
DEV01908,SITE032,USER00036,Cisco 8841,Room Kit,15.0,Registered,Provisioned,2026-01-08
DEV01909,SITE004,USER00021,Cisco 8851,8865,15.0,Unregistered,Provisioned,2026-01-23
DEV01910,SITE005,USER00550,Cisco 8841,Room Kit,14.2,Unregistered,Provisioned,2025-12-28
DEV01911,SITE019,USER02002,Cisco 8841,Room Kit,15.0,Registered,Provisioned,2026-04-03
DEV01912,SITE032,USER00980,Room Kit,8851,14.4,Registered,Provisioned,2026-05-22
DEV01913,SITE012,USER00230,Room Kit,8851,14.3,None,Provisioned,2026-01-13
DEV01914,SITE015,USER00596,Cisco 8851,8865,15.1,None,Pending,2026-07-04
DEV01915,SITE001,USER00823,Cisco 8841,8851,14.2,None,Provisioned,2026-06-14
DEV01916,SITE023,USER01218,Webex App,Webex App,15.0,Unregistered,Provisioned,2026-04-13
DEV01917,SITE012,USER01282,Webex App,Room Kit,14.4,Unregistered,Provisioned,2026-03-03
DEV01918,SITE007,USER01834,Cisco 8865,8865,14.4,Registered,Provisioned,2026-08-25
DEV01919,SITE030,USER00312,Webex App,8851,14.3,Registered,Failed,2026-07-08
DEV01920,SITE006,USER01562,Cisco 8851,8851,15.0,Registered,Failed,2026-02-13
DEV01921,SITE002,USER02022,Room Kit,8851,14.3,Registered,Provisioned,2025-11-12
DEV01922,SITE025,USER00287,Cisco 8841,Webex App,15.0,Registered,Pending,2026-07-01
DEV01923,SITE021,USER00900,Cisco 8841,8865,14.4,Unregistered,Pending,2025-11-25
DEV01924,SITE022,USER01913,Cisco 8841,Webex App,14.4,Registered,Provisioned,2026-02-01
DEV01925,SITE015,USER01751,Room Kit,8851,15.0,Registered,Failed,2025-12-06
DEV01926,SITE020,USER02197,Cisco 8865,Webex App,14.2,Registered,Provisioned,2026-07-27
DEV01927,SITE022,USER01803,Cisco 8851,Webex App,14.4,Registered,Provisioned,2026-06-02
DEV01928,SITE001,USER00452,Cisco 8841,Room Kit,15.1,Unregistered,Provisioned,2025-11-09
DEV01929,SITE010,USER00427,Webex App,Webex App,14.3,Registered,Provisioned,2026-05-31
DEV01930,SITE013,USER00601,Cisco 8865,8841,14.3,Unregistered,Provisioned,2026-05-29
DEV01931,SITE009,USER02126,Cisco 8865,Room Kit,15.1,Unregistered,Pending,2026-07-05
DEV01932,SITE019,USER01647,Webex App,8841,14.3,Registered,Provisioned,2026-05-26
DEV01933,SITE006,USER01888,Cisco 8865,Webex App,14.3,Registered,Provisioned,2026-03-30
DEV01934,SITE027,USER01593,Webex App,Webex App,15.1,Unregistered,Provisioned,2026-03-07
DEV01935,SITE030,USER01119,Cisco 8865,8865,14.4,Registered,Provisioned,2026-05-16
DEV01936,SITE019,USER00401,Cisco 8841,8851,14.2,Unregistered,Provisioned,2026-08-14
DEV01937,SITE006,USER01974,Cisco 8865,Webex App,14.2,Registered,Provisioned,2026-05-06
DEV01938,SITE012,USER00299,Cisco 8851,Webex App,14.4,None,Provisioned,2025-12-09
DEV01939,SITE002,USER02130,Webex App,8851,14.3,Registered,Provisioned,2026-03-29
DEV01940,SITE026,USER00573,Webex App,8851,14.2,None,Pending,2026-03-10
DEV01941,SITE025,USER01333,Cisco 8865,8841,15.1,Registered,Provisioned,2026-07-25
DEV01942,SITE017,USER00258,Webex App,Webex App,14.4,Registered,Provisioned,2026-07-29
DEV01943,SITE012,USER00165,Room Kit,8851,15.1,Registered,Provisioned,2026-05-07
DEV01944,SITE001,USER01067,Room Kit,Room Kit,15.1,Registered,Provisioned,2026-05-03
DEV01945,SITE033,USER01526,Room Kit,Room Kit,15.1,Registered,Provisioned,2025-12-25
DEV01946,SITE031,USER02206,Cisco 8851,8841,14.2,Registered,Provisioned,2026-01-31
DEV01947,SITE031,USER00527,Cisco 8865,Webex App,14.3,Registered,Provisioned,2026-07-15
DEV01948,SITE022,USER00074,Cisco 8865,8851,15.0,Registered,Provisioned,2026-07-24
DEV01949,SITE032,USER00362,Cisco 8865,8865,15.1,Registered,Provisioned,2026-03-03
DEV01950,SITE020,USER02097,Cisco 8851,8865,14.3,Registered,Provisioned,2026-08-11
DEV01951,SITE011,USER00566,Room Kit,Webex App,14.3,Registered,Provisioned,2025-11-09
DEV01952,SITE025,USER01663,Room Kit,8851,15.0,Unregistered,Provisioned,2026-04-26
DEV01953,SITE013,USER00205,Room Kit,8851,14.3,Registered,Provisioned,2026-06-30
DEV01954,SITE019,USER00414,Room Kit,8865,14.4,Registered,Provisioned,2026-01-08
DEV01955,SITE013,USER02265,Cisco 8865,Room Kit,15.1,Registered,Provisioned,2026-07-03
DEV01956,SITE001,USER00947,Cisco 8851,8865,15.1,None,Pending,2026-07-18
DEV01957,SITE016,USER01849,Cisco 8851,8865,15.0,Registered,Provisioned,2026-05-06
DEV01958,SITE015,USER02275,Cisco 8841,8841,15.1,Registered,Provisioned,2025-12-10
DEV01959,SITE032,USER01614,Cisco 8851,8851,14.3,Registered,Pending,2026-07-04
DEV01960,SITE031,USER00924,Cisco 8865,8841,15.0,None,Provisioned,2025-11-24
DEV01961,SITE021,USER00283,Cisco 8851,Webex App,14.2,Registered,Provisioned,2026-07-14
DEV01962,SITE026,USER00868,Cisco 8841,Webex App,14.4,None,Provisioned,2025-12-27
DEV01963,SITE016,USER01580,Cisco 8851,Webex App,14.2,Registered,Provisioned,2025-12-29
DEV01964,SITE020,USER01042,Room Kit,8851,14.3,Registered,Provisioned,2025-12-20
DEV01965,SITE006,USER00926,Cisco 8851,8851,14.4,Registered,Provisioned,2026-08-20
DEV01966,SITE025,USER01693,Webex App,8851,14.2,Registered,Provisioned,2026-06-20
DEV01967,SITE003,USER01409,Cisco 8851,8865,14.3,Registered,Pending,2026-07-05
DEV01968,SITE026,USER00504,Cisco 8841,8865,14.4,Registered,Provisioned,2026-04-10
DEV01969,SITE030,USER01095,Room Kit,8851,14.3,None,Failed,2026-05-22
DEV01970,SITE001,USER00277,Cisco 8851,8841,14.4,Registered,Provisioned,2025-12-13
DEV01971,SITE035,USER02342,Room Kit,Room Kit,14.2,Registered,Failed,2026-02-12
DEV01972,SITE002,USER02190,Cisco 8841,8841,15.1,Registered,Provisioned,2026-06-25
DEV01973,SITE007,USER01197,Cisco 8865,Webex App,14.3,Unregistered,Provisioned,2026-02-15
DEV01974,SITE015,USER01247,Cisco 8851,Webex App,15.1,Registered,Pending,2025-12-22
DEV01975,SITE020,USER01330,Cisco 8865,8865,14.4,Registered,Provisioned,2026-03-19
DEV01976,SITE005,USER02444,Cisco 8841,8851,14.3,Registered,Provisioned,2025-12-07
DEV01977,SITE034,USER01598,Room Kit,8851,15.0,Unregistered,Provisioned,2025-12-06
DEV01978,SITE007,USER01636,Cisco 8841,8865,14.2,None,Provisioned,2026-03-04
DEV01979,SITE024,USER02131,Cisco 8841,Room Kit,15.0,Registered,Pending,2026-05-19
DEV01980,SITE029,USER01779,Room Kit,8841,14.2,Registered,Provisioned,2026-05-16
DEV01981,SITE025,USER00748,Cisco 8841,8851,14.3,Registered,Provisioned,2026-06-08
DEV01982,SITE031,USER01137,Cisco 8841,8841,15.1,Registered,Provisioned,2026-03-14
DEV01983,SITE024,USER02214,Cisco 8851,Webex App,15.1,None,Pending,2026-08-14
DEV01984,SITE001,USER01272,Cisco 8841,8865,15.0,Registered,Provisioned,2026-03-22
DEV01985,SITE017,USER00574,Room Kit,8851,15.1,Registered,Provisioned,2026-08-19
DEV01986,SITE011,USER00110,Cisco 8865,8841,14.2,Registered,Provisioned,2025-12-24
DEV01987,SITE029,USER00513,Cisco 8841,Webex App,15.0,Registered,Pending,2026-05-26
DEV01988,SITE003,USER00705,Cisco 8865,Webex App,14.3,Registered,Pending,2026-08-11
DEV01989,SITE023,USER00533,Cisco 8851,Webex App,15.0,Unregistered,Provisioned,2026-06-19
DEV01990,SITE026,USER00927,Room Kit,8865,14.2,None,Failed,2026-05-07
DEV01991,SITE005,USER01192,Cisco 8865,8841,15.1,Registered,Pending,2026-08-05
DEV01992,SITE025,USER01114,Room Kit,Room Kit,14.4,Registered,Provisioned,2026-03-04
DEV01993,SITE023,USER00141,Webex App,8851,15.0,Registered,Provisioned,2025-12-16
DEV01994,SITE030,USER00252,Cisco 8841,8865,15.0,Registered,Provisioned,2026-05-19
DEV01995,SITE011,USER02154,Webex App,8865,14.3,Registered,Provisioned,2026-01-05
DEV01996,SITE015,USER01082,Cisco 8851,8851,14.2,Registered,Pending,2026-01-13
DEV01997,SITE003,USER01595,Cisco 8841,Room Kit,15.0,Unregistered,Provisioned,2026-04-07
DEV01998,SITE022,USER01182,Webex App,Room Kit,15.0,Registered,Pending,2026-03-02
DEV01999,SITE010,USER02182,Webex App,8841,14.2,Registered,Provisioned,2025-11-29
DEV02000,SITE033,USER00624,Cisco 8851,8851,14.4,Registered,Provisioned,2025-11-14
DEV02001,SITE002,USER01976,Cisco 8841,8851,14.4,Registered,Provisioned,2026-07-11
DEV02002,SITE035,USER01664,Cisco 8851,Webex App,14.4,Registered,Provisioned,2025-11-19
DEV02003,SITE032,USER01611,Cisco 8865,8851,14.2,Registered,Failed,2026-01-28
DEV02004,SITE032,USER01742,Cisco 8851,8865,15.0,Registered,Provisioned,2025-11-24
DEV02005,SITE012,USER00820,Room Kit,Webex App,14.3,Registered,Failed,2026-03-21
DEV02006,SITE024,USER02243,Cisco 8841,8865,15.0,None,Provisioned,2026-03-24
DEV02007,SITE015,USER01101,Cisco 8841,Webex App,15.0,Registered,Provisioned,2025-11-15
DEV02008,SITE023,USER02321,Cisco 8851,8851,14.4,Registered,Failed,2026-03-04
DEV02009,SITE002,USER02254,Cisco 8851,8841,15.0,Registered,Pending,2026-01-24
DEV02010,SITE006,USER01062,Webex App,8841,14.3,Registered,Provisioned,2026-07-27
DEV02011,SITE029,USER01182,Cisco 8841,8865,14.2,Registered,Provisioned,2026-03-29
DEV02012,SITE012,USER02058,Cisco 8841,8851,14.4,Registered,Provisioned,2026-05-30
DEV02013,SITE035,USER00712,Cisco 8841,8851,14.4,Registered,Provisioned,2026-07-17
DEV02014,SITE018,USER00232,Cisco 8841,8841,14.3,Registered,Pending,2026-03-01
DEV02015,SITE032,USER02339,Cisco 8865,8841,15.0,Unregistered,Pending,2026-01-04
DEV02016,SITE025,USER02215,Room Kit,8851,14.3,Unregistered,Provisioned,2026-03-17
DEV02017,SITE016,USER01587,Room Kit,8851,14.2,Unregistered,Pending,2025-12-19
DEV02018,SITE001,USER02349,Room Kit,8865,14.3,Registered,Provisioned,2026-01-11
DEV02019,SITE011,USER01979,Room Kit,8865,14.2,Unregistered,Provisioned,2026-08-17
DEV02020,SITE035,USER00541,Cisco 8851,Room Kit,15.0,None,Provisioned,2025-12-16
DEV02021,SITE035,USER01027,Webex App,8865,14.4,Registered,Provisioned,2026-05-24
DEV02022,SITE027,USER01118,Cisco 8865,Room Kit,14.2,Registered,Provisioned,2026-08-22
DEV02023,SITE018,USER02354,Cisco 8851,Webex App,15.0,Unregistered,Pending,2026-03-24
DEV02024,SITE012,USER01262,Cisco 8841,Room Kit,15.1,Unregistered,Provisioned,2025-12-06
DEV02025,SITE015,USER01981,Cisco 8841,Webex App,15.0,Registered,Provisioned,2026-04-10
DEV02026,SITE030,USER01964,Cisco 8865,8851,15.0,Registered,Failed,2026-06-09
DEV02027,SITE008,USER01982,Cisco 8841,8851,15.1,Unregistered,Provisioned,2026-05-20
DEV02028,SITE014,USER01886,Cisco 8865,8841,14.4,Registered,Provisioned,2026-07-20
DEV02029,SITE021,USER00303,Cisco 8841,8865,14.2,Unregistered,Provisioned,2026-04-30
DEV02030,SITE009,USER00053,Cisco 8865,8841,15.1,Unregistered,Provisioned,2026-08-09
DEV02031,SITE001,USER01727,Room Kit,Room Kit,14.2,Registered,Provisioned,2026-03-29
DEV02032,SITE020,USER01537,Cisco 8841,8841,14.4,Registered,Provisioned,2026-01-29
DEV02033,SITE012,USER01863,Room Kit,Webex App,14.3,Registered,Provisioned,2026-06-14
DEV02034,SITE025,USER01752,Room Kit,8851,15.0,Unregistered,Provisioned,2026-08-29
DEV02035,SITE021,USER01610,Webex App,Room Kit,15.1,Unregistered,Provisioned,2026-03-09
DEV02036,SITE002,USER00324,Room Kit,Webex App,14.4,Unregistered,Provisioned,2025-12-08
DEV02037,SITE032,USER01231,Cisco 8841,8851,15.1,Registered,Provisioned,2026-02-17
DEV02038,SITE002,USER01987,Cisco 8841,Room Kit,14.4,Registered,Provisioned,2026-05-25
DEV02039,SITE015,USER01232,Cisco 8841,8841,14.3,Registered,Provisioned,2026-02-18
DEV02040,SITE011,USER00865,Cisco 8841,8841,14.3,Unregistered,Pending,2026-02-28
DEV02041,SITE032,USER02185,Room Kit,8865,15.0,Registered,Provisioned,2026-02-28
DEV02042,SITE002,USER01029,Webex App,8841,14.4,Registered,Provisioned,2026-07-07
DEV02043,SITE007,USER00871,Room Kit,Webex App,15.1,Registered,Provisioned,2026-01-05
DEV02044,SITE017,USER01538,Cisco 8865,Room Kit,15.1,Unregistered,Failed,2026-08-20
DEV02045,SITE017,USER02064,Cisco 8865,8851,14.4,Unregistered,Provisioned,2026-04-28
DEV02046,SITE026,USER01000,Webex App,8841,14.2,Registered,Pending,2026-07-20
DEV02047,SITE025,USER02229,Cisco 8851,Room Kit,15.1,Unregistered,Provisioned,2026-05-10
DEV02048,SITE007,USER02279,Room Kit,8865,14.2,Registered,Provisioned,2026-06-22
DEV02049,SITE022,USER02421,Cisco 8865,Webex App,14.2,Registered,Failed,2026-07-26
DEV02050,SITE010,USER00663,Webex App,8841,14.3,Registered,Pending,2025-11-03
DEV02051,SITE009,USER02036,Webex App,8841,15.0,Registered,Pending,2025-11-11
DEV02052,SITE005,USER00934,Cisco 8865,8865,14.3,Registered,Provisioned,2026-07-13
DEV02053,SITE029,USER00294,Room Kit,8841,15.1,Registered,Provisioned,2025-11-07
DEV02054,SITE006,USER02190,Cisco 8851,Webex App,15.0,Registered,Failed,2026-07-19
DEV02055,SITE029,USER01700,Webex App,Room Kit,15.0,Registered,Pending,2026-08-24
DEV02056,SITE025,USER00336,Cisco 8865,8865,15.1,None,Provisioned,2026-05-25
DEV02057,SITE012,USER00382,Cisco 8865,8841,15.1,None,Provisioned,2025-12-22
DEV02058,SITE018,USER02423,Cisco 8841,8851,14.3,Registered,Provisioned,2025-12-06
DEV02059,SITE033,USER01842,Room Kit,Webex App,14.2,Registered,Pending,2026-05-08
DEV02060,SITE026,USER00480,Cisco 8851,8841,14.3,Unregistered,Provisioned,2026-08-30
DEV02061,SITE030,USER01511,Cisco 8851,8841,14.3,Registered,Provisioned,2026-01-20
DEV02062,SITE032,USER00969,Cisco 8851,8851,15.1,Registered,Pending,2026-02-11
DEV02063,SITE031,USER01679,Cisco 8865,Webex App,14.4,Registered,Provisioned,2026-05-04
DEV02064,SITE029,USER01451,Cisco 8841,Room Kit,14.3,Registered,Provisioned,2026-06-04
DEV02065,SITE029,USER00714,Room Kit,8841,14.4,Registered,Provisioned,2026-06-16
DEV02066,SITE020,USER00810,Cisco 8841,8865,15.0,None,Failed,2026-05-06
DEV02067,SITE028,USER01697,Cisco 8841,8851,15.0,Registered,Provisioned,2026-03-15
DEV02068,SITE014,USER02175,Cisco 8865,8865,15.1,Registered,Provisioned,2026-05-26
DEV02069,SITE005,USER01027,Cisco 8841,Webex App,14.4,Registered,Provisioned,2026-08-24
DEV02070,SITE030,USER01511,Cisco 8851,8841,15.0,Registered,Provisioned,2026-05-24
DEV02071,SITE035,USER00213,Cisco 8865,8865,14.2,Registered,Provisioned,2026-01-16
DEV02072,SITE028,USER01707,Cisco 8851,Room Kit,15.1,None,Provisioned,2026-01-16
DEV02073,SITE019,USER00696,Cisco 8865,Webex App,14.4,Registered,Provisioned,2026-06-24
DEV02074,SITE032,USER01272,Cisco 8851,8841,14.2,Registered,Provisioned,2026-07-15
DEV02075,SITE006,USER00944,Cisco 8865,Room Kit,15.1,Registered,Provisioned,2026-02-15
DEV02076,SITE013,USER00087,Cisco 8851,Room Kit,14.2,Registered,Provisioned,2026-08-13
DEV02077,SITE005,USER00314,Webex App,8865,14.2,Registered,Provisioned,2026-04-24
DEV02078,SITE020,USER01382,Webex App,8841,15.0,Unregistered,Pending,2026-08-23
DEV02079,SITE010,USER00442,Cisco 8851,8841,15.1,Unregistered,Provisioned,2025-11-02
DEV02080,SITE025,USER00066,Webex App,Room Kit,14.4,None,Provisioned,2026-06-02
DEV02081,SITE030,USER01887,Room Kit,8851,14.3,Registered,Provisioned,2026-07-27
DEV02082,SITE024,USER00268,Cisco 8851,Webex App,14.2,Registered,Pending,2026-08-31
DEV02083,SITE031,USER02462,Cisco 8865,8841,15.0,Unregistered,Provisioned,2026-03-25
DEV02084,SITE013,USER01862,Cisco 8851,Webex App,15.1,Registered,Provisioned,2026-01-06
DEV02085,SITE014,USER01621,Cisco 8841,Room Kit,14.2,Registered,Provisioned,2026-03-10
DEV02086,SITE012,USER00962,Cisco 8841,Room Kit,14.3,Registered,Provisioned,2026-04-15
DEV02087,SITE015,USER00857,Cisco 8865,Room Kit,14.3,Registered,Provisioned,2026-08-19
DEV02088,SITE020,USER00623,Cisco 8865,Room Kit,15.1,None,Failed,2026-07-20
DEV02089,SITE030,USER00148,Webex App,8865,14.4,Registered,Failed,2025-11-04
DEV02090,SITE021,USER01935,Room Kit,Webex App,15.1,Registered,Provisioned,2026-01-22
DEV02091,SITE031,USER01035,Cisco 8851,8841,15.0,Registered,Provisioned,2026-01-11
DEV02092,SITE013,USER01211,Cisco 8865,8851,14.3,Registered,Provisioned,2026-03-06
DEV02093,SITE022,USER00992,Webex App,8865,14.3,None,Provisioned,2026-04-10
DEV02094,SITE015,USER01950,Cisco 8851,Webex App,14.4,Registered,Provisioned,2026-01-19
DEV02095,SITE022,USER02023,Room Kit,8851,15.1,None,Failed,2026-02-19
DEV02096,SITE016,USER01669,Room Kit,Webex App,14.4,Registered,Failed,2026-05-30
DEV02097,SITE023,USER02078,Webex App,Room Kit,15.1,None,Provisioned,2026-07-25
DEV02098,SITE015,USER00531,Room Kit,Webex App,14.2,Registered,Provisioned,2026-06-09
DEV02099,SITE034,USER02094,Cisco 8851,Webex App,14.4,Unregistered,Provisioned,2026-06-05
DEV02100,SITE009,USER01759,Cisco 8841,8865,14.2,Unregistered,Provisioned,2026-07-22
DEV02101,SITE022,USER01178,Cisco 8851,8865,14.3,Registered,Provisioned,2026-03-10
DEV02102,SITE019,USER00420,Cisco 8841,Webex App,14.2,Registered,Provisioned,2025-12-24
DEV02103,SITE023,USER02447,Cisco 8841,8851,15.1,None,Failed,2026-08-17
DEV02104,SITE017,USER02102,Cisco 8851,8865,14.4,Registered,Provisioned,2026-06-29
DEV02105,SITE012,USER02397,Webex App,8865,14.2,Registered,Pending,2025-11-02
DEV02106,SITE027,USER00847,Webex App,8851,15.1,Registered,Provisioned,2026-05-06
DEV02107,SITE001,USER02400,Room Kit,Room Kit,14.2,Registered,Provisioned,2026-08-28
DEV02108,SITE004,USER02324,Room Kit,8851,14.4,Unregistered,Provisioned,2026-01-17
DEV02109,SITE026,USER01238,Cisco 8851,Room Kit,14.4,Registered,Failed,2026-04-17
DEV02110,SITE018,USER00691,Cisco 8841,Room Kit,14.3,Registered,Provisioned,2026-08-22
DEV02111,SITE008,USER00516,Cisco 8841,Webex App,14.4,Registered,Provisioned,2026-03-29
DEV02112,SITE018,USER00264,Cisco 8841,8841,14.3,Registered,Pending,2026-04-23
DEV02113,SITE011,USER02448,Cisco 8841,8841,14.3,Registered,Provisioned,2026-08-15
DEV02114,SITE019,USER02421,Room Kit,Webex App,14.3,Registered,Provisioned,2026-03-16
DEV02115,SITE023,USER00705,Cisco 8865,Room Kit,14.2,Registered,Failed,2026-06-29
DEV02116,SITE002,USER00406,Webex App,Room Kit,14.4,Registered,Provisioned,2026-02-22
DEV02117,SITE011,USER00935,Cisco 8851,Room Kit,14.4,Registered,Provisioned,2025-11-22
DEV02118,SITE022,USER01337,Cisco 8865,8865,14.4,Unregistered,Provisioned,2026-06-28
DEV02119,SITE009,USER01730,Cisco 8865,8841,15.0,Registered,Pending,2026-05-22
DEV02120,SITE020,USER00360,Webex App,Room Kit,14.4,Registered,Provisioned,2026-07-23
DEV02121,SITE003,USER00662,Room Kit,Webex App,14.4,Unregistered,Provisioned,2026-03-27
DEV02122,SITE029,USER02122,Cisco 8851,Room Kit,15.0,Registered,Provisioned,2026-08-22
DEV02123,SITE012,USER00021,Cisco 8851,8851,14.3,Unregistered,Provisioned,2026-02-18
DEV02124,SITE004,USER02427,Cisco 8841,Webex App,14.3,Registered,Provisioned,2026-03-25
DEV02125,SITE033,USER00674,Cisco 8851,8865,14.3,Registered,Failed,2026-01-15
DEV02126,SITE026,USER00033,Room Kit,8851,14.3,Registered,Provisioned,2026-04-03
DEV02127,SITE021,USER00726,Cisco 8841,8841,15.0,Registered,Provisioned,2025-11-11
DEV02128,SITE014,USER00331,Cisco 8865,8851,14.2,Unregistered,Provisioned,2026-07-26
DEV02129,SITE016,USER00581,Cisco 8851,8851,15.0,Registered,Failed,2026-02-10
DEV02130,SITE030,USER02485,Webex App,8865,14.4,Unregistered,Pending,2026-05-09
DEV02131,SITE002,USER02116,Cisco 8851,Webex App,14.4,Registered,Provisioned,2025-12-17
DEV02132,SITE016,USER01058,Cisco 8851,8841,14.3,Registered,Provisioned,2026-03-07
DEV02133,SITE006,USER00544,Cisco 8841,Room Kit,15.0,Registered,Provisioned,2026-01-02
DEV02134,SITE022,USER01514,Room Kit,Webex App,14.3,Unregistered,Provisioned,2026-08-28
DEV02135,SITE031,USER02185,Room Kit,Webex App,14.3,Registered,Provisioned,2025-12-03
DEV02136,SITE035,USER00320,Cisco 8841,8841,14.4,Registered,Provisioned,2026-01-10
DEV02137,SITE013,USER01147,Cisco 8841,Room Kit,14.3,None,Provisioned,2026-05-02
DEV02138,SITE027,USER01676,Cisco 8841,8851,14.3,Registered,Provisioned,2026-02-15
DEV02139,SITE031,USER01852,Room Kit,8865,15.1,Registered,Provisioned,2025-12-30
DEV02140,SITE006,USER00414,Webex App,8851,15.1,Registered,Provisioned,2026-04-28
DEV02141,SITE031,USER02460,Cisco 8841,Webex App,14.2,None,Provisioned,2026-07-18
